Experiment 1,Experiment 2,Metric,Median difference,Statistic,P-value,Interpretation
Baseline,MLCV,Recall,0.0,17.5,0.08730804987523452,Not Significant
Baseline,MLCV,F1,0.0005005228611686396,10.5,0.02342434054436848,MLCV Significantly Better
Baseline,MLCV,Precision,0.0,30.5,0.4990683548846472,Not Significant
RUS_0,RUS_1,Recall,0.0,29.5,0.44996064795295154,Not Significant
RUS_0,RUS_1,F1,0.0,36.5,0.8424108310645502,Not Significant
RUS_0,RUS_1,Precision,0.0,38.5,0.9682827613458866,Not Significant
TomekLinks_0,TomekLinks_1,Recall,0.0,17.5,0.08730804987523452,Not Significant
TomekLinks_0,TomekLinks_1,F1,0.00015978571803540453,10.5,0.02342434054436848,MLCV Significantly Better
TomekLinks_0,TomekLinks_1,Precision,0.0,19.5,0.12096798278059871,Not Significant
ENN_0,ENN_1,Recall,0.0,37.5,0.905048445217947,Not Significant
ENN_0,ENN_1,F1,0.0,33.5,0.6618332302322059,Not Significant
ENN_0,ENN_1,Precision,0.0,38.5,0.9682827613458866,Not Significant
NearMiss_0,NearMiss_1,Recall,0.0,30.5,0.4990683548846472,Not Significant
NearMiss_0,NearMiss_1,F1,0.0,20.5,0.14123727265288805,Not Significant
NearMiss_0,NearMiss_1,Precision,0.0,31.5,0.5508866153183205,Not Significant
AllKNN_0,AllKNN_1,Recall,0.0,29.5,0.44996064795295154,Not Significant
AllKNN_0,AllKNN_1,F1,0.0,31.5,0.5508866153183205,Not Significant
AllKNN_0,AllKNN_1,Precision,0.0,35.5,0.7807552338037507,Not Significant
IHT_0,IHT_1,Recall,0.0,29.5,0.44996064795295154,Not Significant
IHT_0,IHT_1,F1,0.0,36.5,0.8424108310645502,Not Significant
IHT_0,IHT_1,Precision,0.0,36.5,0.8424108310645502,Not Significant
CNN_0,CNN_1,Recall,0.0,17.5,0.08730804987523452,Not Significant
CNN_0,CNN_1,F1,0.0,21.5,0.1640208809464725,Not Significant
CNN_0,CNN_1,Precision,0.0,18.5,0.10304915970138451,Not Significant
NCR_0,NCR_1,Recall,0.0,32.0,0.574559740803685,Not Significant
NCR_0,NCR_1,F1,0.0,35.5,0.7807552338037507,Not Significant
NCR_0,NCR_1,Precision,0.0,36.5,0.8424108310645502,Not Significant
Reen_0,Reen_1,Recall,0.0,27.5,0.3604388478979109,Not Significant
Reen_0,Reen_1,F1,0.0,35.5,0.7807552338037507,Not Significant
Reen_0,Reen_1,Precision,0.0,37.5,0.905048445217947,Not Significant
OSS_0,OSS_1,Recall,0.0006209150326797475,10.5,0.02342434054436848,MLCV Significantly Better
OSS_0,OSS_1,F1,8.814608126628265e-06,10.5,0.02342434054436848,MLCV Significantly Better
OSS_0,OSS_1,Precision,0.0,28.5,0.4037149432334194,Not Significant
CC_0,CC_1,Recall,0.0,38.5,0.9682827613458866,Not Significant
CC_0,CC_1,F1,0.0,22.5,0.18946933454308545,Not Significant
CC_0,CC_1,Precision,0.0,21.5,0.1640208809464725,Not Significant
ROS_0,ROS_1,Recall,0.0,22.5,0.18946933454308545,Not Significant
ROS_0,ROS_1,F1,0.0,21.5,0.1640208809464725,Not Significant
ROS_0,ROS_1,Precision,0.0,30.5,0.4990683548846472,Not Significant
SMOTE_0,SMOTE_1,Recall,0.0,37.5,0.905048445217947,Not Significant
SMOTE_0,SMOTE_1,F1,0.0,31.5,0.5508866153183205,Not Significant
SMOTE_0,SMOTE_1,Precision,0.0,29.5,0.44996064795295154,Not Significant
BSMOTE_0,BSMOTE_1,Recall,0.0,37.5,0.905048445217947,Not Significant
BSMOTE_0,BSMOTE_1,F1,0.0,20.5,0.14123727265288805,Not Significant
BSMOTE_0,BSMOTE_1,Precision,0.0,28.5,0.4037149432334194,Not Significant
SVM_0,SVM_1,Recall,0.0,35.5,0.7807552338037507,Not Significant
SVM_0,SVM_1,F1,0.0,29.5,0.44996064795295154,Not Significant
SVM_0,SVM_1,Precision,0.0,33.5,0.6618332302322059,Not Significant
SMOTENN_0,SMOTENN_1,Recall,0.0,29.5,0.44996064795295154,Not Significant
SMOTENN_0,SMOTENN_1,F1,0.0,36.5,0.8424108310645502,Not Significant
SMOTENN_0,SMOTENN_1,Precision,0.0,29.5,0.44996064795295154,Not Significant
SMOTETomek_0,SMOTETomek_1,Recall,0.0,33.5,0.6618332302322059,Not Significant
SMOTETomek_0,SMOTETomek_1,F1,0.0,29.5,0.44996064795295154,Not Significant
SMOTETomek_0,SMOTETomek_1,Precision,0.0,31.5,0.5508866153183205,Not Significant
